Código IES;Nome do Curso
4522;NUTRIÇÃO
5669;CONTROLE DE OBRAS
1149;LOGÍSTICA
15746;GESTÃO COMERCIAL
221;FARMÁCIA
1732;ENGENHARIA DE PRODUÇÃO
2625;PEDAGOGIA
605;REDES DE COMPUTADORES
483;DESIGN GRÁFICO
4826;DIREITO
376;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1032;ENGENHARIA DE COMPUTAÇÃO
3985;GESTÃO FINANCEIRA
707;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
670;ENGENHARIA MECÂNICA
374;CIÊNCIAS ECONÔMICAS
56;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
882;SERVIÇO SOCIAL
1742;DESIGN DE MODA
952;CIÊNCIAS BIOLÓGICAS
1100;GESTÃO FINANCEIRA
322;PEDAGOGIA
2408;JORNALISMO
3746;PEDAGOGIA
4138;ENGENHARIA DE PRODUÇÃO
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
456;DESIGN DE INTERIORES
1810;PEDAGOGIA
1810;ADMINISTRAÇÃO
1972;ADMINISTRAÇÃO
434;ADMINISTRAÇÃO
26709;ENFERMAGEM
222;ENGENHARIA CIVIL
2408;ENGENHARIA ELÉTRICA
716;PEDAGOGIA
665;PEDAGOGIA
1834;ARQUITETURA E URBANISMO
3603;NUTRIÇÃO
17662;BIOMEDICINA
322;ENFERMAGEM
1149;ENGENHARIA QUÍMICA
316;ENGENHARIA DE PRODUÇÃO
1100;DESIGN GRÁFICO
346;CIÊNCIAS CONTÁBEIS
481;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1310;GESTÃO FINANCEIRA
14715;EDUCAÇÃO FÍSICA
322;GESTÃO DE RECURSOS HUMANOS
483;ADMINISTRAÇÃO
16502;GESTÃO DE RECURSOS HUMANOS
370;ARTES VISUAIS
3985;CIÊNCIAS CONTÁBEIS
670;PEDAGOGIA
1299;ENGENHARIA CIVIL
203;GESTÃO DE RECURSOS HUMANOS
124;CIÊNCIAS ECONÔMICAS
23241;PUBLICIDADE E PROPAGANDA
1742;MARKETING
374;CIÊNCIAS ATUARIAIS
22603;DIREITO
605;CIÊNCIAS BIOLÓGICAS
322;ESTÉTICA E COSMÉTICA
1788;DESIGN
734;PEDAGOGIA
376;PRODUÇÃO AUDIOVISUAL
1129;ENGENHARIA QUÍMICA
322;COMÉRCIO EXTERIOR
4141;CIÊNCIAS CONTÁBEIS
605;GESTÃO DE RECURSOS HUMANOS
213;CIÊNCIAS ECONÔMICAS
254;FISIOTERAPIA
481;FARMÁCIA
1810;ENGENHARIA MECÂNICA
3529;ENGENHARIA DE PRODUÇÃO
4826;ADMINISTRAÇÃO
203;JORNALISMO
221;PEDAGOGIA
21416;MANUTENÇÃO DE AERONAVE DE ASAS ROTATIVAS
1388;COMUNICAÇÃO INSTITUCIONAL
1949;DIREITO
244;PSICOPEDAGOGIA
1307;PEDAGOGIA
4029;GESTÃO DA QUALIDADE
316;PLANEJAMENTO ESTRATÉGICO EMPRESARIAL
602;ENGENHARIA AERONÁUTICA
17854;ADMINISTRAÇÃO
22;SISTEMAS DE INFORMAÇÃO
1294;DESIGN DE INTERIORES
4878;ADMINISTRAÇÃO
15704;AGROINDÚSTRIA
322;ADMINISTRAÇÃO
1892;PSICOLOGIA
1762;COMÉRCIO EXTERIOR
1690;LOGÍSTICA
526;FONOAUDIOLOGIA
14858;PEDAGOGIA
466;ODONTOLOGIA
670;ENGENHARIA QUÍMICA
221;RÁDIO TV E INTERNET
12522;EDUCAÇÃO FÍSICA
1273;COMÉRCIO EXTERIOR
456;MARKETING
11308;EDUCAÇÃO FÍSICA
23241;JORNALISMO
1434;ADMINISTRAÇÃO
1490;ADMINISTRAÇÃO
146;MARKETING
1810;GESTÃO DE RECURSOS HUMANOS
502;DESIGN GRÁFICO
17593;ENGENHARIA DE PRODUÇÃO
4141;ENFERMAGEM
244;QUÍMICA
56;FILOSOFIA
150;ENGENHARIA DE PRODUÇÃO
18667;PSICOLOGIA
15697;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1365;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
23096;CIÊNCIAS CONTÁBEIS
375;FARMÁCIA
1810;CIÊNCIAS BIOLÓGICAS
591;SERVIÇO SOCIAL
3529;DESIGN GRÁFICO
322;CIÊNCIAS ECONÔMICAS
1092;DESIGN
1273;EDUCAÇÃO FÍSICA
4017;ENGENHARIA AMBIENTAL E SANITÁRIA
372;BIBLIOTECONOMIA
266;GESTÃO FINANCEIRA
14890;ENGENHARIA CIVIL
4017;JOGOS DIGITAIS
546;FONOAUDIOLOGIA
203;GESTÃO PÚBLICA
2408;PRODUÇÃO PUBLICITÁRIA
203;ENGENHARIA AMBIENTAL
481;HISTÓRIA
56;FONOAUDIOLOGIA
226;RADIOLOGIA
793;ESTÉTICA E COSMÉTICA
591;FONOAUDIOLOGIA
316;ENFERMAGEM
231;ENGENHARIA DE PRODUÇÃO
3985;RADIOLOGIA
1365;ARQUITETURA E URBANISMO
1032;ENFERMAGEM
316;LETRAS - INGLÊS
22263;CIÊNCIAS CONTÁBEIS
4024;GESTÃO DE RECURSOS HUMANOS
1444;PEDAGOGIA
1810;CIÊNCIAS BIOLÓGICAS
1301;DIREITO
203;ENGENHARIA DE SOFTWARE
322;GESTÃO DE RECURSOS HUMANOS
56;QUÍMICA
322;BIOMEDICINA
56;LETRAS - INGLÊS
322;PROPAGANDA E MARKETING
605;PROCESSOS GERENCIAIS
1854;FISIOTERAPIA
269;PEDAGOGIA
1854;ENGENHARIA MECÂNICA
1046;JORNALISMO
502;GESTÃO FINANCEIRA
322;ESTÉTICA E COSMÉTICA
1149;FOTOGRAFIA
376;ENFERMAGEM
1804;PEDAGOGIA
4656;ENGENHARIA ELÉTRICA
1433;CIÊNCIAS CONTÁBEIS
322;CIÊNCIAS CONTÁBEIS
3612;PSICOLOGIA
1810;MATEMÁTICA
217;ENGENHARIA CIVIL
322;CIÊNCIAS CONTÁBEIS
322;DIREITO
322;COMÉRCIO EXTERIOR
203;PRODUÇÃO AUDIOVISUAL
2774;ARQUITETURA E URBANISMO
3641;ODONTOLOGIA
23241;ENGENHARIA DE ALIMENTOS
1445;ENGENHARIA DE PRODUÇÃO
161;FILOSOFIA
2279;MARKETING
162;NEGÓCIOS DA MODA
1149;ENGENHARIA ELÉTRICA
4138;ADMINISTRAÇÃO
434;ARTES VISUAIS
124;MEDICINA VETERINÁRIA
56;ARTES VISUAIS
481;GESTÃO DE RECURSOS HUMANOS
1365;ENGENHARIA DE COMPUTAÇÃO
35;LOGÍSTICA
376;DESIGN
456;CIÊNCIAS CONTÁBEIS
23241;FISIOTERAPIA
316;MATEMÁTICA
4000;EDUCAÇÃO FÍSICA
4820;MECATRÔNICA INDUSTRIAL
7;BIOTECNOLOGIA
319;QUÍMICA
67;ENGENHARIA CIVIL
206;FISIOTERAPIA
1046;LETRAS - PORTUGUÊS E INGLÊS
591;EDUCAÇÃO FÍSICA
1898;SISTEMAS PARA INTERNET
1742;FUTEBOL
137;ENGENHARIA QUÍMICA
221;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
481;ADMINISTRAÇÃO
1853;ENGENHARIA DA COMPUTAÇÃO
316;ENGENHARIA ELÉTRICA
456;BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS MÉDICAS
1310;ENGENHARIA AMBIENTAL
206;HISTÓRIA
1933;ADMINISTRAÇÃO
483;PROCESSOS GERENCIAIS
167;ESTÉTICA E COSMÉTICA
14715;PSICOLOGIA
21204;BIOMEDICINA
137;DESIGN DE MODA
672;JOGOS DIGITAIS
54;LETRAS - LÍNGUA PORTUGUESA
376;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
7;ENGENHARIA CIVIL
375;PROCESSOS GERENCIAIS
374;SISTEMAS DE INFORMAÇÃO
1438;DESIGN
376;ODONTOLOGIA
1100;PRODUÇÃO MULTIMÍDIA
203;LOGÍSTICA
1317;CIÊNCIAS BIOLÓGICAS
1418;ENGENHARIA CIVIL
23236;BIOMEDICINA
605;ENGENHARIA DE COMPUTAÇÃO
203;PSICOLOGIA
22;DIREITO
605;CIÊNCIAS DA NATUREZA
1276;PSICOLOGIA
1810;ENGENHARIA DE SOFTWARE
466;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
231;HISTÓRIA
56;FÍSICA
672;ENGENHARIA DE COMPUTAÇÃO
4017;PROCESSOS QUÍMICOS
420;ENGENHARIA AGRONÔMICA
319;FONOAUDIOLOGIA
15680;GESTÃO DA PRODUÇÃO INDUSTRIAL
3692;REDES DE COMPUTADORES
316;MEDICINA VETERINÁRIA
1273;QUÍMICA
517;CIÊNCIAS BIOLÓGICAS
1554;CIÊNCIAS BIOLÓGICAS
10385;TEOLOGIA
1310;ADMINISTRAÇÃO
737;ENFERMAGEM
1838;ENGENHARIA DE PRODUÇÃO
322;PSICOLOGIA
793;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1387;ENGENHARIA DE PRODUÇÃO
4169;ARQUITETURA E URBANISMO
234;ENFERMAGEM
1225;FISIOTERAPIA
1836;ENGENHARIA CIVIL
2494;EDUCAÇÃO FÍSICA
1219;ESTÉTICA E COSMÉTICA
35;SEGURANÇA DA INFORMAÇÃO
466;MEDICINA VETERINÁRIA
322;CIÊNCIAS CONTÁBEIS
203;NUTRIÇÃO
376;ADMINISTRAÇÃO
670;DIREITO
322;CIÊNCIAS BIOLÓGICAS
457;MEDICINA VETERINÁRIA
316;ENGENHARIA DE PRODUÇÃO
322;ENGENHARIA CIVIL
137;EDUCAÇÃO FÍSICA
1386;ENGENHARIA
322;FOTOGRAFIA
793;FISIOTERAPIA
167;TEOLOGIA
124;DIREITO
2726;CIÊNCIAS CONTÁBEIS
26582;EDUCAÇÃO FÍSICA
4141;CIÊNCIA DA COMPUTAÇÃO
221;EDUCAÇÃO FÍSICA
361;PEDAGOGIA
1946;DIREITO
203;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
14890;DIREITO
36;GESTÃO DE RECURSOS HUMANOS
456;MEDICINA VETERINÁRIA
203;ENGENHARIA DE PRODUÇÃO
1854;NUTRIÇÃO
1444;ARQUITETURA E URBANISMO
322;GESTÃO DA QUALIDADE
322;DESIGN GRÁFICO
2183;ENGENHARIA DE MATERIAIS
17608;LOGÍSTICA
316;ADMINISTRAÇÃO DE RECURSOS HUMANOS
56;ENFERMAGEM
1122;ADMINISTRAÇÃO
60;CIÊNCIAS DA COMPUTAÇÃO
1810;ADMINISTRAÇÃO
1365;EDUCAÇÃO FÍSICA
266;ENGENHARIA DE PRODUÇÃO
316;NUTRIÇÃO
19;FILOSOFIA
952;NUTRIÇÃO
1690;LETRAS - PORTUGUÊS E INGLÊS
322;LOGÍSTICA
1762;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
2279;DIREITO
146;CIÊNCIAS CONTÁBEIS
2123;CIÊNCIAS DA COMPUTAÇÃO
22312;MEDICINA VETERINÁRIA
56;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
5217;GESTÃO DE RECURSOS HUMANOS
322;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
4000;ADMINISTRAÇÃO
322;GESTÃO DE RECURSOS HUMANOS
1621;PEDAGOGIA
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
203;ENGENHARIA DE SOFTWARE
793;GESTÃO DE RECURSOS HUMANOS
55;FÍSICA MÉDICA
1810;QUÍMICA
481;PEDAGOGIA
15689;REDES DE COMPUTADORES
458;EDUCAÇÃO FÍSICA
526;PEDAGOGIA
1418;FISIOTERAPIA
4138;AGRONOMIA
203;ENGENHARIA MECÂNICA
22;ADMINISTRAÇÃO
461;COMUNICAÇÃO SOCIAL - CINEMA
1892;LOGÍSTICA
652;GEOGRAFIA
22527;ODONTOLOGIA
376;ENGENHARIA ELÉTRICA
374;ENGENHARIA ELÉTRICA
1100;CIÊNCIA DA COMPUTAÇÃO
22176;DIREITO
22312;PEDAGOGIA
4925;CIÊNCIA DE DADOS
2530;ENFERMAGEM
22603;GESTÃO DE RECURSOS HUMANOS
665;RELAÇÕES INTERNACIONAIS
319;EDUCAÇÃO FÍSICA
1149;ARQUITETURA E URBANISMO
375;GESTÃO COMERCIAL
22021;PEDAGOGIA
4656;PEDAGOGIA
54;QUÍMICA
466;NEGÓCIOS DA MODA
1187;BIOMEDICINA
162;DESIGN DE GAMES
269;ADMINISTRAÇÃO
275;BIOMEDICINA
521;SISTEMAS DE INFORMAÇÃO
208;CIÊNCIAS CONTÁBEIS
322;PEDAGOGIA
1224;MATEMÁTICA
1317;BIOMEDICINA
2774;PSICOLOGIA
56;ENGENHARIA MECÂNICA
5451;DIREITO
322;JORNALISMO
1711;CIÊNCIAS CONTÁBEIS
1841;ENGENHARIA CIVIL
15695;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
481;ENGENHARIA ELÉTRICA
466;PRODUÇÃO FONOGRÁFICA
22176;FISIOTERAPIA
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
15746;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
54;ADMINISTRAÇÃO
1711;ADMINISTRAÇÃO
109;ENGENHARIA DE PRODUÇÃO
322;SISTEMAS DE INFORMAÇÃO
15687;MANUTENÇÃO INDUSTRIAL
457;ENGENHARIA DE PRODUÇÃO
456;FARMÁCIA
23096;DIREITO
1032;LOGÍSTICA
496;JORNALISMO
707;FARMÁCIA
150;FONOAUDIOLOGIA
5387;REDES DE COMPUTADORES
4211;ENGENHARIA MECÂNICA
316;ESTÉTICA E COSMÉTICA
793;ADMINISTRAÇÃO
376;GASTRONOMIA
56;ENGENHARIA DE ENERGIA
526;RELAÇÕES INTERNACIONAIS
2183;GESTÃO FINANCEIRA
1853;GESTÃO FINANCEIRA
1949;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
79;CIÊNCIAS BIOLÓGICAS
1356;FISIOTERAPIA
56;ARQUIVOLOGIA
322;CIÊNCIAS BIOLÓGICAS
457;ENGENHARIA DE PRODUÇÃO
670;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
4826;ENGENHARIA DE PRODUÇÃO
4724;BIOMEDICINA
457;ENFERMAGEM
2279;BIOMEDICINA
852;JOGOS DIGITAIS
1032;ENGENHARIA ELÉTRICA
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
910;ENGENHARIA DE PRODUÇÃO
207;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
79;PUBLICIDADE E PROPAGANDA
4652;NUTRIÇÃO
206;NUTRIÇÃO
1292;DIREITO
56;CIÊNCIA DA COMPUTAÇÃO
55;RELAÇÕES PÚBLICAS
203;MEDICINA
1048;PEDAGOGIA
852;ENGENHARIA DE PRODUÇÃO
208;ENFERMAGEM
316;SERVIÇO SOCIAL
5627;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
217;PEDAGOGIA
322;DIREITO
1230;FARMÁCIA
4017;FARMÁCIA
322;ENGENHARIA MECÂNICA
4925;NEUROCIêNCIA
266;JORNALISMO
1816;CIÊNCIAS CONTÁBEIS
243;EDUCAÇÃO FÍSICA
4141;ENGENHARIA MECÂNICA
316;SERVIÇO SOCIAL
1810;CIÊNCIAS NATURAIS: HABILITAÇÃO EM QUÍMICA
221;SERVIÇO SOCIAL
20586;ENGENHARIA MECÂNICA
3603;ENGENHARIA ELÉTRICA
137;FISIOTERAPIA
322;COMÉRCIO EXTERIOR
23394;ENFERMAGEM
466;CIÊNCIAS CONTÁBEIS
2328;CIÊNCIAS CONTÁBEIS
208;RELAÇÕES INTERNACIONAIS
1043;SISTEMA DE INFORMAÇÃO
19;CIÊNCIAS SOCIAIS
793;PSICOLOGIA
316;FARMÁCIA
502;JORNALISMO
546;POLÍTICAS PÚBLICAS
203;GESTÃO FINANCEIRA
852;INTELIGÊNCIA ARTIFICIAL
502;COMÉRCIO EXTERIOR
19;HISTÓRIA
18667;DIREITO
1230;BIOMEDICINA
882;PUBLICIDADE E PROPAGANDA
923;PSICOLOGIA
203;ENGENHARIA BIOMÉDICA
22313;PSICOLOGIA
1478;GESTÃO DE RECURSOS HUMANOS
466;SEGURANÇA DA INFORMAÇÃO
217;JORNALISMO
221;GESTÃO DE RECURSOS HUMANOS
55;CIÊNCIAS ECONÔMICAS
1810;QUÍMICA
1810;CIÊNCIA DA COMPUTAÇÃO
322;MEDICINA VETERINÁRIA
1365;ADMINISTRAÇÃO
1294;ENGENHARIA QUÍMICA
4926;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
316;ENGENHARIA DE PRODUÇÃO
322;CIÊNCIAS CONTÁBEIS
20586;ENGENHARIA CIVIL
1490;NUTRIÇÃO
23241;AUTOMAÇÃO INDUSTRIAL
1046;EDUCAÇÃO FÍSICA
1270;ODONTOLOGIA
242;DIREITO
271;FISIOTERAPIA
56;ENGENHARIA MECÂNICA
2408;ADMINISTRAÇÃO
502;LOGÍSTICA
491;DIREITO
495;HISTÓRIA
242;ENGENHARIA ELÉTRICA
665;AGRONOMIA
665;ENERGIAS RENOVÁVEIS
374;RADIOLOGIA
227;CIÊNCIAS ECONÔMICAS
481;CIÊNCIAS CONTÁBEIS
526;CIÊNCIAS CONTÁBEIS
361;ARTES VISUAIS
1854;GESTÃO FINANCEIRA
322;BIOMEDICINA
3612;ENGENHARIA DE PRODUÇÃO
322;NUTRIÇÃO
3618;EDUCAÇÃO FÍSICA
3612;ENGENHARIA CIVIL
322;LOGÍSTICA
5627;AGRONEGÓCIO
322;ENGENHARIA DE PRODUÇÃO MECÂNICA
652;FARMÁCIA
1545;DIREITO
1281;MEDICINA VETERINÁRIA
234;QUÍMICA
2774;ESTÉTICA E COSMÉTICA
55;EDUCAÇÃO ARTÍSTICA COM HABILITAÇÃO EM MÚSICA
1273;REDES DE COMPUTADORES
4995;CIÊNCIAS CONTÁBEIS
203;SISTEMAS DE INFORMAÇÃO
22;DIREITO
466;ENGENHARIA MECÂNICA
665;RELAÇÕES PÚBLICAS
521;BIOMEDICINA
271;PSICOLOGIA
54;ENGENHARIA ELÉTRICA
15752;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1355;LETRAS - PORTUGUÊS E INGLÊS
124;FISIOTERAPIA
605;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
203;CIÊNCIA ECONÔMICA
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1386;SISTEMAS DE INFORMAÇÃO
2123;GASTRONOMIA
420;ENGENHARIA DE PRODUÇÃO MECÂNICA
1732;CIÊNCIAS CONTÁBEIS
162;MARKETING
1554;DIREITO
316;GESTÃO COMERCIAL
22314;ADMINISTRAÇÃO
23147;SISTEMAS PARA INTERNET
1499;ENGENHARIA CIVIL
4000;ENFERMAGEM
19;RELAÇÕES PÚBLICAS
265;ENGENHARIA DE PRODUÇÃO
322;NUTRIÇÃO
322;PRODUÇÃO AUDIOVISUAL
3529;CIÊNCIAS CONTÁBEIS
1456;ADMINISTRAÇÃO
1433;ENGENHARIA AGRONÔMICA
23409;PSICOLOGIA
316;ENGENHARIA ELÉTRICA
271;RADIOLOGIA
203;ADMINISTRAÇÃO
54;ARTES CÊNICAS
16194;FARMÁCIA
203;COMÉRCIO EXTERIOR
1317;FARMÁCIA
319;MEDICINA VETERINÁRIA
316;SEGURANÇA DA INFORMAÇÃO
466;MARKETING
481;CIÊNCIA DA COMPUTAÇÃO
1386;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
457;EDUCAÇÃO FÍSICA
1711;MEDICINA VETERINÁRIA
456;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
322;EDUCAÇÃO FÍSICA
670;ENGENHARIA DE COMPUTAÇÃO
221;GASTRONOMIA
2530;ODONTOLOGIA
483;ENFERMAGEM
1834;DESIGN
1365;NUTRIÇÃO
203;ENGENHARIA QUÍMICA
716;EDUCAÇÃO FÍSICA
224;MEDICINA
3779;NUTRIÇÃO
1386;ADMINISTRAÇÃO
1149;PSICOLOGIA
672;ODONTOLOGIA
374;MARKETING
74;BIOMEDICINA
19739;LOGÍSTICA
203;JORNALISMO
56;ODONTOLOGIA
56;FÍSICA
322;ENGENHARIA ELÉTRICA
4017;FISIOTERAPIA
322;SISTEMAS DE INFORMAÇÃO
319;ADMINISTRAÇÃO
3008;ADMINISTRAÇÃO
170;PEDAGOGIA
19;JOGOS DIGITAIS
22;PEDAGOGIA
481;ADMINISTRAÇÃO
1834;CIÊNCIAS CONTÁBEIS
1810;ENGENHARIA MECÂNICA
1874;CIÊNCIA DE DADOS
17662;FARMÁCIA
316;FARMÁCIA
434;EDUCAÇÃO ARTÍSTICA
521;GESTÃO DE SEGURANÇA PRIVADA
5633;GESTÃO FINANCEIRA
19210;ENGENHARIA AGRONÔMICA
734;PEDAGOGIA
707;BIOMEDICINA
275;COMUNICAÇÃO SOCIAL - RÁDIO E TELEVISÃO
1100;LOGÍSTICA
55;DESIGN
316;EDUCAÇÃO FÍSICA
466;DESIGN DE INTERIORES
221;FARMÁCIA
1032;ENGENHARIA DE PRODUÇÃO
4724;ADMINISTRAÇÃO
322;NUTRIÇÃO
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
4826;ENGENHARIA MECÂNICA
17854;CIÊNCIAS CONTÁBEIS
665;HISTÓRIA
13488;CIÊNCIAS BIOLÓGICAS
55;MATEMáTICA APLICADA E COMPUTACIONAL COM HABILITAçãO EM COMUNICAçãO CIENTíFICA
1853;BANCO DE DADOS
254;CIÊNCIAS CONTÁBEIS
466;PSICOLOGIA
12723;ADMINISTRAÇÃO
14069;LOGÍSTICA
793;GESTÃO DE RECURSOS HUMANOS
137;NUTRIÇÃO
322;DESIGN DE MODA
4023;POLÍMEROS
4815;PROCESSOS METALÚRGICOS
167;ENGENHARIA DE PRODUÇÃO
1032;GESTÃO DE RECURSOS HUMANOS
22;FISIOTERAPIA
322;HOTELARIA
2279;DANÇA
263;GESTÃO COMERCIAL
150;FILOSOFIA
882;ENGENHARIA AGRONÔMICA
13488;GESTÃO DE RECURSOS HUMANOS
221;GESTÃO FINANCEIRA
19;QUÍMICA
1810;ENGENHARIA DE PRODUÇÃO
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
23139;ADMINISTRAÇÃO
1388;GESTÃO DE COOPERATIVAS
55;EDUCAÇÃO FÍSICA
322;GESTÃO FINANCEIRA
738;ARQUITETURA E URBANISMO
203;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
24672;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
4185;PEDAGOGIA
322;BIOMEDICINA
322;PSICOLOGIA
206;CIÊNCIAS ECONÔMICAS
481;FILMMAKER
526;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
203;GESTÃO COMERCIAL
1690;EDUCAÇÃO FÍSICA
5669;MECATRÔNICA INDUSTRIAL
25445;PILOTAGEM PROFISSIONAL DE AERONAVES
481;EMPREENDEDORISMO DIGITAL
203;ENGENHARIA DE PRODUÇÃO
363;ENGENHARIA DE PRODUÇÃO
923;DIREITO
1892;PROCESSOS GERENCIAIS
481;BIOMEDICINA
322;ENGENHARIA MECÂNICA
1300;AGRONOMIA
2056;ADMINISTRAÇÃO
109;PEDAGOGIA
1270;ENGENHARIA DE PRODUÇÃO
11308;ENGENHARIA ELÉTRICA
316;DESIGN DE PRODUTO
1949;ENGENHARIA CIVIL
316;CIÊNCIAS ECONÔMICAS
319;QUÍMICA
665;ENGENHARIA AERONÁUTICA
22651;CIÊNCIA DA COMPUTAÇÃO
1420;SERVIÇO SOCIAL
25207;DIREITO
322;ADMINISTRAÇÃO
481;ENGENHARIA MECÂNICA
1281;ODONTOLOGIA
150;GESTÃO DA QUALIDADE
269;LETRAS - LÍNGUA PORTUGUESA E LIBRAS
138;GASTRONOMIA
322;ENGENHARIA DE PRODUÇÃO MECÂNICA
322;GESTÃO FINANCEIRA
206;FARMÁCIA
203;DIREITO
483;EDUCAÇÃO ARTÍSTICA
1300;PSICOLOGIA
2183;DIREITO
322;EDUCAÇÃO FÍSICA
221;JORNALISMO
898;EDUCAÇÃO FÍSICA
4826;ENGENHARIA ELÉTRICA
10323;SISTEMAS DE INFORMAÇÃO
3186;ADMINISTRAÇÃO
375;MEDICINA
543;CIÊNCIAS CONTÁBEIS
322;NUTRIÇÃO
206;BIOMEDICINA
521;QUÍMICA
17672;DIREITO
457;CIÊNCIAS BIOLÓGICAS
21638;GESTÃO DE PROJETOS
217;ENGENHARIA DE SOFTWARE
1972;SERVIÇO SOCIAL
254;DIREITO
533;CIÊNCIAS BIOLÓGICAS
417;DESIGN DE INTERIORES
1299;EDUCAÇÃO FÍSICA
466;EVENTOS
1032;EDUCAÇÃO FÍSICA
481;PEDAGOGIA
1810;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
56;PSICOLOGIA
1144;PEDAGOGIA
203;CIÊNCIA DA COMPUTAÇÃO
203;MEDICINA VETERINÁRIA
2774;CIÊNCIAS CONTÁBEIS
1100;PROCESSOS GERENCIAIS
16194;SERVIÇO SOCIAL
322;CIÊNCIA DA COMPUTAÇÃO
3641;EDUCAÇÃO FÍSICA
167;GESTÃO DA QUALIDADE
55;PEDAGOGIA
203;ENFERMAGEM
266;CINEMA E AUDIOVISUAL
1100;MARKETING
322;GESTÃO HOSPITALAR
1149;HISTÓRIA
221;ADMINISTRAÇÃO
3641;CIÊNCIAS CONTÁBEIS
316;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1624;FARMÁCIA
1388;PSICOLOGIA
665;GEOGRAFIA
417;NUTRIÇÃO
417;GESTÃO HOSPITALAR
275;CIÊNCIAS BIOLÓGICAS
1418;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
55;ENFERMAGEM
109;ADMINISTRAÇÃO
203;PROCESSOS GERENCIAIS
19;ENGENHARIA CIVIL
12522;GESTÃO DE RECURSOS HUMANOS
1810;ENGENHARIA DE ENERGIAS RENOVÁVEIS
14969;ESTÉTICA E COSMÉTICA
591;BIOTECNOLOGIA
316;LETRAS
55;ARTES CÊNICAS
2625;FARMÁCIA
4169;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1444;ENGENHARIA MECÂNICA
1892;SISTEMA DE INFORMAÇÃO
322;DESIGN DE INTERIORES
526;MARKETING
17854;GESTÃO DE RECURSOS HUMANOS
1490;EDUCAÇÃO FÍSICA
496;ENGENHARIA MECATRÔNICA
461;ARTES VISUAIS
3307;GESTÃO AMBIENTAL
1478;PEDAGOGIA
456;GESTÃO DE NEGÓCIOS IMOBILIÁRIOS
203;PROCESSOS GERENCIAIS
376;PEDAGOGIA
162;DESIGN DE MODA
322;ENGENHARIA DE PRODUÇÃO
4169;GESTÃO FINANCEIRA
953;GESTÃO DE RECURSOS HUMANOS
1219;ARQUITETURA E URBANISMO
22313;GESTÃO DE RECURSOS HUMANOS
17608;GESTÃO PÚBLICA
1195;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
2009;FARMÁCIA
457;ODONTOLOGIA
322;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1418;ARQUITETURA E URBANISMO
481;ENGENHARIA QUÍMICA
1273;FONOAUDIOLOGIA
5288;CIÊNCIA DA COMPUTAÇÃO
665;CIÊNCIAS CONTÁBEIS
1310;REDES DE COMPUTADORES
203;CIÊNCIAS ECONÔMICAS
3603;PEDAGOGIA
4150;ENGENHARIA AGRONÔMICA
322;PSICOLOGIA
55;LETRAS - CHINÊS
526;PSICOLOGIA
322;FARMÁCIA
22527;FISIOTERAPIA
25412;PEDAGOGIA
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
